n_samples,percent_of_full_train,random_test,uncertainty_test,entropy_test,margin_test,novelty_test,diversity_test,random_cv_mean,random_cv_std,uncertainty_cv_mean,uncertainty_cv_std,entropy_cv_mean,entropy_cv_std,margin_cv_mean,margin_cv_std,novelty_cv_mean,novelty_cv_std,diversity_cv_mean,diversity_cv_std
53,4.934823091247672,0.5928236614511124,0.5928236614511124,0.5928236614511124,0.5928236614511124,0.5928236614511124,0.5928236614511124,0.6383333333333334,0.1253439711797544,0.6383333333333334,0.1253439711797544,0.6383333333333334,0.1253439711797544,0.6383333333333334,0.1253439711797544,0.6383333333333334,0.1253439711797544,0.6383333333333334,0.1253439711797544
58,5.400372439478585,0.5618934442463854,0.5061728395061729,0.5494487357232456,0.5139301511850531,0.49917475407671485,0.5642701525054467,0.6128571428571429,0.051123433395820275,0.6228571428571428,0.118958061551806,0.5678571428571428,0.060186784094116826,0.622857142857143,0.08694356602687393,0.6664285714285714,0.1509088114980537,0.6714285714285715,0.1753858719556186
63,5.865921787709497,0.5812372086881891,0.4903281177790982,0.5312603155740411,0.4864659668581237,0.5966528025351555,0.583019739882485,0.5457142857142857,0.07526822784182563,0.6380952380952382,0.1594704957108605,0.5333333333333333,0.08498365855987976,0.5547619047619048,0.1203735681882337,0.6321428571428571,0.08834504478902885,0.6653571428571429,0.11816842010539061
68,6.33147113594041,0.6128606324684756,0.6032217600845051,0.5832508087410048,0.6597015910741401,0.6076780880702449,0.5747342708127022,0.6357142857142858,0.13895463296585595,0.6363095238095239,0.09561680655692871,0.6,0.1286953767623375,0.5404761904761904,0.09558345120953059,0.5808333333333333,0.08348319857578798,0.6726190476190477,0.07002591033263211
73,6.797020484171322,0.6490724235822275,0.5718954248366013,0.5916683171585132,0.5319535221496006,0.7031425364758699,0.5552914768601043,0.5571428571428572,0.05884734661887172,0.6861111111111111,0.10228862577512209,0.6476190476190476,0.1095723236237527,0.6597222222222221,0.09296222517045283,0.6861111111111111,0.12410171057604823,0.5652777777777778,0.13548609331396888
78,7.262569832402234,0.505380603419819,0.6311810919654057,0.597180959926058,0.5009242754340794,0.5743711626064567,0.5,0.6746031746031745,0.21723427018568936,0.675,0.033692789757345,0.6031746031746031,0.08140242161878147,0.6878968253968253,0.0758383064660545,0.6666666666666667,0.1326370709590369,0.6363095238095238,0.10666338926370879
83,7.728119180633147,0.4948504654387007,0.5,0.5598468343566383,0.41018023370964546,0.5,0.496500957285271,0.5542857142857143,0.032763842689084895,0.5112698412698412,0.11352968629368287,0.4646031746031746,0.05812992285792991,0.593968253968254,0.14175109751164047,0.5900000000000001,0.12252446652795179,0.5644444444444444,0.06751239819695978
88,8.193668528864059,0.5392817059483725,0.6220373671354064,0.5679342444048326,0.5826236218393082,0.496500957285271,0.631775269030171,0.5354545454545454,0.11003886217637233,0.5617857142857142,0.049841585784055745,0.5857142857142857,0.1385051387833237,0.6454545454545455,0.15915583090919638,0.6313419913419913,0.11966251275181379,0.5477922077922078,0.09073229562131171
93,8.659217877094973,0.6714530930217204,0.5,0.5825906120023767,0.6311480821284743,0.5409652076318743,0.5554235162078299,0.5482142857142858,0.15921311235539953,0.5318181818181819,0.08331955809010617,0.6839935064935064,0.11850496351974459,0.60741341991342,0.11530292059477754,0.5775974025974027,0.053555137669043226,0.676948051948052,0.09970111440219456
98,9.124767225325884,0.634217996963095,0.5,0.6149072423582227,0.5922294843863471,0.6052023503003895,0.5929226909619066,0.6117424242424242,0.10140626226988257,0.6589285714285713,0.09262792220917576,0.5556818181818182,0.056152668061231564,0.7107323232323232,0.10435390273789934,0.6458333333333333,0.10449777308870682,0.6607142857142858,0.04948000581100094
103,9.590316573556796,0.6381461675579323,0.6167888030633129,0.5213903743315508,0.5,0.6333927510398099,0.5544002112629564,0.6033119658119658,0.12494044896028603,0.7227564102564102,0.1019462560322872,0.6221153846153846,0.07301363656372938,0.6794191919191919,0.11583204234790252,0.6727564102564102,0.08528532380356404,0.5394230769230769,0.11443519651393724
108,10.05586592178771,0.6498646596685812,0.6572588631412161,0.6350762527233116,0.6023635043242886,0.6070839110054795,0.6151053013798111,0.7145299145299145,0.054620667721950275,0.6932905982905982,0.20518502596217883,0.6739316239316239,0.09032776899388993,0.535897435897436,0.024415139926642244,0.613064713064713,0.1249792718229153,0.610576923076923,0.09133834374569018
113,10.521415270018622,0.5965867828612927,0.6117713078497392,0.5975770779692349,0.6422393873374266,0.6481811579850796,0.6492704826038159,0.6452136752136752,0.11806212806084694,0.5617826617826618,0.0789282143756896,0.5812820512820512,0.06371988337361122,0.6802564102564104,0.0820977432560223,0.6721611721611721,0.14393204135848048,0.6010989010989011,0.08876716665494551
118,10.986964618249534,0.6383442265795207,0.6037829273123391,0.6130256816531326,0.5767808807024494,0.555588565392487,0.6601307189542484,0.5935164835164836,0.11315608246004982,0.6163492063492064,0.09496999300663617,0.5680219780219781,0.05996557399043166,0.6251448551448553,0.0484172365813545,0.5777777777777777,0.07859467348957068,0.6577777777777778,0.08217164590218835
123,11.452513966480447,0.570740080544002,0.6179771571928434,0.5,0.48273585528487484,0.512939856077111,0.4970291146761735,0.5493506493506494,0.06504536087346052,0.5538095238095238,0.0627343678299979,0.5761904761904761,0.08826881227225528,0.5178354978354978,0.09244695930155097,0.6185714285714285,0.08627330931537722,0.530952380952381,0.04704414870563227
