Method,Samples,Percent,Test_Balanced_Accuracy,CV_Mean,CV_Std
Baseline (100%),1074,100.0,0.6436918201624084,0.7161965400392367,0.04718412388786617
AL_Random,153,14.245810055865922,0.5553905063708985,0.6374021403433168,0.06913426468294509
AL_Uncertainty,153,14.245810055865922,0.6708259061200238,0.5854952237305179,0.0929393955887711
AL_Entropy,153,14.245810055865922,0.6768006866046081,0.5670186023127199,0.11302004775177427
AL_Margin,153,14.245810055865922,0.6352743117449,0.5521116138763198,0.07283554909910112
AL_Novelty,153,14.245810055865922,0.5599128540305011,0.6087481146304676,0.07579610315876843
AL_Diversity,153,14.245810055865922,0.4903281177790982,0.6237933634992459,0.10462218433734147
