Method,Samples,Percent,Test_Balanced_Accuracy,CV_Mean,CV_Std
Baseline (100%),252,100.0,0.6018518518518519,0.5918741483958876,0.06147517828905312
AL_Random,32,12.698412698412698,0.6079559827978751,0.5,0.0
AL_Uncertainty,32,12.698412698412698,0.5585631166202883,0.4916666666666666,0.016666666666666673
AL_Entropy,32,12.698412698412698,0.6136478623830002,0.4666666666666667,0.06666666666666668
AL_Margin,32,12.698412698412698,0.5681128257019985,0.5,0.0
AL_Novelty,32,12.698412698412698,0.6304705287123704,0.5,0.0
AL_Diversity,32,12.698412698412698,0.6052997723248166,0.5,0.0
