SMILES
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC
COc1cc(-c2cn(Cc3cc(Br)cc(Br)c3)nn2)ccc1-n1cnc(C)c1
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
CCC[N+](CCC)(CCC)CCC
CCCCCCCC[N+](C)(C)C
CCCCCC[N+](CC)(CC)CC
C[N+](C)(C)C
CCCC[N+](CCCC)(CCCC)CCCC
CC[N+](CC)(CC)CC
N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(I)cc2)CC1
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1
O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(I)c1
CNCc1ccc(Br)cc1Oc1ccc(Cl)c(Cl)c1
O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
ClC(Cl)Cl
