Method,Samples,Percent,Test_Balanced_Accuracy,CV_Mean,CV_Std
Baseline (100%),3130,100.0,0.699916501731816,0.7092084063012523,0.11383437754953372
AL_Random,456,14.568690095846645,0.6306460454505147,0.5713855421686747,0.09844191911236384
AL_Uncertainty,456,14.568690095846645,0.6428601659048586,0.5627530446991217,0.05447604786349584
AL_Entropy,456,14.568690095846645,0.6980821785291059,0.532128514056225,0.0642570281124498
AL_Margin,456,14.568690095846645,0.6172257289575726,0.5618033108041924,0.07579264912319339
AL_Novelty,456,14.568690095846645,0.6661084105218184,0.5337940379403794,0.05667577064141557
AL_Diversity,456,14.568690095846645,0.5838865510653221,0.5387654320987655,0.08065272508545385
