n_samples,percent_of_full_train,random_test,uncertainty_test,entropy_test,margin_test,novelty_test,diversity_test,random_cv_mean,random_cv_std,uncertainty_cv_mean,uncertainty_cv_std,entropy_cv_mean,entropy_cv_std,margin_cv_mean,margin_cv_std,novelty_cv_mean,novelty_cv_std,diversity_cv_mean,diversity_cv_std
215,10.160680529300567,0.6319856115107914,0.6417266187050359,0.608863309352518,0.646,0.5955539568345323,0.5,0.6064935064935064,0.05983037935664461,0.6130707698099002,0.08666687431644264,0.6515217391304347,0.021658546294690318,0.6761349520045172,0.09075555225307798,0.6373668360624882,0.07260594846126821,0.6456521739130435,0.05136602777199853
225,10.633270321361058,0.5799280575539568,0.5822877697841726,0.6389496402877698,0.6219856115107913,0.5886043165467626,0.6181294964028777,0.6446640316205533,0.030014811968312665,0.5909090909090909,0.04355455038839661,0.6492094861660079,0.06333984387038775,0.6409090909090909,0.05814308514814511,0.5945769809900245,0.04214691620722232,0.6260446075663467,0.04478813100211054
235,11.10586011342155,0.5867338129496402,0.5801438848920863,0.5904028776978417,0.595956834532374,0.5856115107913669,0.5831510791366907,0.5599637681159421,0.08623530927310129,0.6177852437417655,0.10577919002014927,0.6764492753623188,0.061895575583660226,0.6009057971014492,0.05190968215920181,0.6344914361001317,0.04299007766881164,0.6255434782608695,0.11873973938359761
245,11.578449905482042,0.6231510791366907,0.5616546762589928,0.5,0.5883165467625899,0.635525179856115,0.504,0.534,0.06544378418833134,0.6561666666666668,0.04158859352167503,0.5690000000000001,0.06786096898152216,0.6291666666666667,0.03502776676358978,0.5613461538461537,0.06061882284491525,0.5630000000000001,0.046751708227852205
255,12.051039697542533,0.6457553956834532,0.6351798561151079,0.5438705035971223,0.5925035971223022,0.6361151079136691,0.6237553956834532,0.5821538461538462,0.07305894515701428,0.5893746438746439,0.0629239718255815,0.526,0.05002815775188345,0.6178461538461539,0.11659610151104524,0.624,0.07380672024052229,0.5967692307692307,0.0877211828303732
265,12.523629489603024,0.6751510791366906,0.6145323741007194,0.5786618705035971,0.6108201438848921,0.6159712230215828,0.5775539568345324,0.6015669515669515,0.07212761494545945,0.6231334961334961,0.021664125504051474,0.6028490028490028,0.028151838922018536,0.6195852665852666,0.05694631997928324,0.5860398860398861,0.08477806265843559,0.5849002849002849,0.03265620970412822
275,12.996219281663516,0.601453237410072,0.5846618705035971,0.628546762589928,0.5524604316546763,0.6171223021582735,0.6516978417266187,0.5360676041710525,0.1178467193291693,0.6147214854111407,0.07432145849514754,0.5495442297166435,0.10193381215316166,0.6081533409119617,0.05581065428458793,0.6699735449735449,0.04491709809647251,0.5937830687830687,0.028914750910042548
285,13.468809073724007,0.6327769784172661,0.5438129496402877,0.625956834532374,0.5,0.5340287769784173,0.6169352517985611,0.5399370552818828,0.030705587211846307,0.608091589126072,0.09278575569113541,0.650548257617223,0.057554543473662366,0.5508629812078087,0.05874527576237359,0.6199507389162562,0.08068842965079788,0.5474137931034483,0.03660143274560819
295,13.9413988657845,0.5456978417266187,0.6278848920863309,0.6287338129496403,0.547179856115108,0.6453669064748202,0.4877553956834532,0.6144827586206896,0.07750860316467822,0.6578160919540231,0.02021681918705348,0.6398850574712643,0.07634001306952433,0.5817241379310344,0.09342105610836439,0.6550574712643678,0.03104810258823399,0.6062068965517242,0.0434087273633919
305,14.41398865784499,0.591136690647482,0.5,0.636978417266187,0.5578561151079137,0.5953525179856115,0.6239136690647482,0.6384946236559139,0.02673205649140097,0.6249462365591397,0.04490274172688437,0.634731182795699,0.10659304170836166,0.6338990081572117,0.022315270083843288,0.632258064516129,0.03824693546690441,0.624358546533185,0.08624332527760968
